# BOSCH-DARAB extract file created 08.08.2020 14:22:16
#
# Data from source file "C:\Users\nic\Michigan State University\RSO-MSU Formula Racing Team - General\SR22 - Car XX\Systems\Simulation\results\2019_MIS_endurance_constant_aero_coeffs.bmsbin"
# where 0.000 <= xtime <= 120.129
# 
xtime    [   s]	enginespeed[revo]
        102.500	      11391.088
        102.510	      10271.124
        102.520	       9830.763
        102.530	       9848.750
        102.540	       9881.399
        102.550	       9930.469
        102.560	       9981.881
        102.570	      10020.787
        102.580	      10050.177
        102.590	      10076.594
        102.600	      10102.038
        102.610	      10127.063
        102.620	      10151.891
        102.630	      10176.562
        102.640	      10201.042
        102.650	      10225.343
        102.660	      10249.625
        102.670	      10273.826
        102.680	      10297.803
        102.690	      10321.608
        102.700	      10345.436
        102.710	      10369.143
        102.720	      10392.691
        102.730	      10416.176
        102.740	      10439.624
        102.750	      10462.914
        102.760	      10486.002
        102.770	      10508.917
        102.780	      10531.676
        102.790	      10554.368
        102.800	      10577.024
        102.810	      10599.602
        102.820	      10622.105
        102.830	      10644.479
        102.840	      10666.745
        102.850	      10688.898
        102.860	      10710.879
        102.870	      10732.688
        102.880	      10754.473
        102.890	      10776.181
        102.900	      10797.731
        102.910	      10819.245
        102.920	      10840.613
        102.930	      10861.883
        102.940	      10883.068
        102.950	      10904.126
        102.960	      10924.986
        102.970	      10945.738
        102.980	      10966.493
        102.990	      10987.208
        103.000	      11007.797
        103.010	      11028.163
        103.020	      11048.335
        103.030	      11068.471
        103.040	      11088.535
        103.050	      11108.567
        103.060	      11128.633
        103.070	      11148.407
        103.080	      11168.120
        103.090	      11187.862
        103.100	      11207.463
        103.110	      11226.932
        103.120	      11246.305
        103.130	      11265.575
        103.140	      11284.624
        103.150	      11303.533
        103.160	      11322.483
        103.170	      11341.426
        103.180	      11360.296
        103.190	      11379.039
        103.200	      11397.544
        103.210	      11415.894
        103.220	      11434.201
        103.230	      11452.457
        103.240	      11470.669
        103.250	      11488.820
        103.260	      11505.719
        103.270	      11508.521
        103.280	      11495.029
        103.290	      11472.158
        103.300	      11442.965
        103.310	      10775.866
        103.320	       9853.674
        103.330	       9858.686
        103.340	       9875.398
        103.350	       9905.511
        103.360	       9950.845
        103.370	       9991.074
        103.380	      10014.784
        103.390	      10032.887
        103.400	      10049.214
        103.410	      10065.087
        103.420	      10080.698
        103.430	      10096.135
        103.440	      10111.459
        103.450	      10126.695
        103.460	      10141.854
        103.470	      10156.930
        103.480	      10171.921
        103.490	      10186.801
        103.500	      10201.562
        103.510	      10216.246
        103.520	      10230.919
        103.530	      10245.634
        103.540	      10260.288
        103.550	      10274.838
        103.560	      10289.295
